N,turnout,votes,district
928,471,167,61245
975,540,129,61246
2294,1127,329,61247
706,276,102,61248
1472,712,192,61249
153,139,55,61250
1286,580,195,61251
1450,612,200,61252
571,305,145,61253
1475,650,180,61254
1514,756,237,61255
234,179,89,61256
1748,737,226,61257
1629,789,229,61258
1392,682,201,61259
2259,1018,285,61260
2344,1083,361,61261
2194,902,303,61262
122,68,32,61263
2856,1594,403,61264
2712,1258,355,61265
350,214,140,61266
187,102,45,61267
2796,1502,383,61268
2129,1080,302,61269
1625,1089,533,61270
2585,917,306,61271
2455,1017,337,61272
1866,658,235,61273
2550,1320,353,61274
656,308,130,61275
292,151,102,61276
2420,917,321,61277
477,280,90,61278
2285,925,311,61279
657,368,134,61280
2380,1257,294,61281
2666,1429,409,61282
546,273,102,61283
2601,1424,326,61284
1142,515,146,61285
1373,610,205,61286
183,84,55,61287
538,508,208,61288
2634,945,293,61289
353,241,123,61290
2558,1312,344,61291
246,137,65,61292
538,306,127,61293
1854,816,257,61294
119,101,73,61295
3056,1408,346,61296
1750,969,229,61297
219,131,44,61298
2272,956,243,61299
1205,632,198,61300
676,387,153,61301
77,49,5,61302
2265,1229,315,61303
110,88,58,61304
69,56,39,61305
316,311,150,61306
89,66,41,61307
63,62,30,61308
1691,901,281,61309
494,262,142,61310
379,210,100,61311
2168,1009,260,61312
1893,961,260,61313
2621,1330,349,61314
144,124,75,61315
480,383,310,61316
83,70,13,61317
285,161,103,61318
2929,1718,496,61319
894,391,194,61320
166,95,37,61321
148,98,59,61322
1602,718,244,61323
216,122,71,61324
1024,474,177,61325
234,102,50,61326
251,195,140,61327
599,387,198,61328
92,69,31,61329
1040,480,181,61330
573,368,123,61331
285,166,72,61332
225,126,33,61333
307,265,168,61334
300,161,51,61335
258,183,66,61336
1368,682,249,61337
368,216,77,61338
252,125,26,61339
62,33,18,61340
557,370,142,61341
2774,1404,330,61342
224,161,57,61343
433,256,127,61344
125,80,29,61345
984,581,273,61346
2445,945,339,61347
279,161,69,61348
179,113,70,61349
2421,1165,277,61350
121,79,46,61351
931,458,169,61352
2473,1316,331,61353
1792,858,255,61354
1711,691,184,61355
2160,992,225,61356
784,442,214,61357
2141,1062,273,61358
1911,1153,370,61359
234,127,78,61360
2574,1133,379,61361
2065,941,234,61362
1321,523,119,61363
942,536,273,61364
192,121,71,61365
1052,764,315,61366
188,135,69,61367
725,334,103,61368
1630,912,333,61369
2127,1044,234,61370
832,511,232,61371
1121,593,146,61372
1590,671,177,61373
161,83,49,61374
1745,868,234,61375
1684,760,202,61376
1989,715,256,61377
1781,952,275,61378
1471,566,144,61379
2085,802,308,61380
796,383,136,61381
991,607,231,61382
207,132,83,61383
59,32,21,61384
1859,998,255,61385
1840,894,306,61386
736,399,183,61387
570,264,77,61388
161,103,33,61389
2000,787,194,61390
1615,928,202,61391
1783,899,262,61392
810,396,137,61393
2061,905,226,61394
100,55,18,61395
1171,642,233,61396
142,74,35,61397
249,127,56,61398
272,153,75,61399
82,67,37,61400
479,256,114,61401
793,424,178,61402
374,176,49,61403
38,23,9,61404
744,326,146,61405
151,94,54,61406
879,475,141,61407
539,531,408,61408
212,110,47,61409
410,226,87,61410
803,451,147,61411
283,178,112,61412
1903,745,183,61413
967,547,199,61414
84,50,11,61415
114,44,25,61416
1702,573,154,61417
103,50,25,61418
878,413,141,61419
244,152,107,61420
1086,423,154,61421
893,486,262,61422
1930,881,233,61423
2736,1009,358,61424
2314,1366,349,61425
725,388,214,61426
1064,728,353,61427
690,251,105,61428
2625,1037,314,61429
374,251,127,61430
705,420,164,61431
501,303,100,61432
2197,898,273,61433
722,453,262,61434
575,356,173,61435
2312,968,267,61436
317,213,94,61437
142,132,68,61438
195,121,50,61439
2322,929,291,61440
2362,985,296,61441
2195,879,287,61442
2240,862,236,61443
2706,801,268,61444
642,435,134,61445
253,223,103,61446
2411,874,263,61447
2780,1121,388,61448
228,106,62,61449
2961,1481,386,61450
2056,914,318,61451
1832,1059,419,61452
98,36,12,61453
2591,1000,306,61454
1406,1033,632,61455
215,117,82,61456
875,297,146,61457
515,298,136,61458
324,247,114,61459
367,211,78,61460
62,30,19,61461
207,104,40,61462
283,241,97,61463
1171,723,393,61464
1108,461,171,61465
3288,1492,397,61466
411,277,85,61467
810,544,291,61468
114,66,47,61469
209,115,52,61470
622,458,189,61471
193,144,55,61472
330,204,83,61473
1231,755,319,61474
67,43,12,61475
2767,1409,347,61476
1679,890,305,61477
1854,930,301,61478
103,70,49,61479
944,399,109,61480
1506,676,258,61481
507,370,136,61482
1075,466,230,61483
2604,1097,268,61484
2502,1329,421,61485
2442,1364,385,61486
49,27,9,61487
421,205,83,61488
732,307,170,61489
183,120,57,61490
202,135,50,61491
315,195,64,61492
203,106,23,61493
654,340,190,61494
472,296,162,61495
544,241,160,61496
393,198,91,61497
93,93,48,61498
2785,1123,309,61499
86,70,42,61500
2197,1064,304,61501
302,155,81,61502
752,537,210,61503
154,115,48,61504
214,102,38,61505
827,429,126,61506
63,38,19,61507
210,208,82,61508
483,233,106,61509
532,295,129,61510
2670,1224,336,61511
110,77,45,61512
1718,782,265,61513
683,368,116,61514
91,47,10,61515
2243,1187,311,61516
113,63,35,61517
221,130,46,61518
102,72,37,61519
66,36,18,61520
1413,570,187,61521
1720,691,240,61522
2758,1253,436,61523
1063,534,226,61524
118,83,48,61525
233,131,53,61526
1481,517,133,61527
63,40,25,61528
764,337,127,61529
830,577,251,61530
1116,494,216,61531
218,134,61,61532
195,93,44,61533
230,172,112,61534
1868,702,160,61535
749,324,92,61536
1640,643,174,61537
210,106,44,61538
143,75,37,61539
1218,459,157,61540
85,58,21,61541
201,112,41,61542
179,103,24,61543
1094,363,141,61544
298,233,123,61545
1441,778,288,61546
311,201,99,61547
170,112,93,61548
2658,1162,289,61549
124,72,39,61550
697,336,144,61551
998,555,247,61552
1307,448,141,61553
1622,731,180,61554
2321,1129,300,61555
495,246,141,61556
1761,834,296,61557
524,222,98,61558
293,233,172,61559
1185,361,90,61560
1816,856,302,61561
743,339,168,61562
331,163,69,61563
583,232,113,61564
825,549,288,61565
1356,658,251,61566
1435,573,224,61567
559,303,158,61568
2277,1221,290,61569
660,347,144,61570
122,85,44,61571
1523,499,190,61572
2032,1417,500,61573
499,301,131,61574
335,206,126,61575
98,85,54,61576
81,50,44,61577
2897,1485,420,61578
429,182,81,61579
134,78,50,61580
1008,586,222,61581
1496,487,176,61582
409,248,131,61583
1697,702,186,61584
2338,1042,272,61585
1159,730,148,61586
2373,1163,305,61587
1121,715,355,61588
1498,982,531,61589
1426,1404,658,61590
79,52,31,61591
1805,787,195,61592
687,360,132,61593
2334,1204,346,61594
2728,1362,272,61595
111,79,49,61596
2559,1337,329,61597
138,75,41,61598
355,219,101,61599
842,401,147,61600
166,113,73,61601
52,28,3,61602
139,75,30,61603
342,137,64,61604
617,340,188,61605
161,125,91,61606
87,52,24,61607
93,82,43,61608
267,190,72,61609
232,172,87,61610
205,158,96,61611
565,282,107,61612
779,426,128,61613
444,250,115,61614
61,36,18,61615
114,83,43,61616
157,86,65,61617
167,86,55,61618
223,117,50,61619
2254,1366,337,61620
161,84,31,61621
1766,863,225,61622
141,85,35,61623
206,127,59,61624
88,75,27,61625
1503,721,266,61626
135,69,38,61627
683,678,254,61628
236,123,66,61629
121,105,49,61630
272,188,129,61631
1252,643,214,61632
512,387,145,61633
673,334,120,61634
1600,607,165,61635
458,261,122,61636
126,93,52,61637
2051,1064,295,61638
161,105,68,61639
1881,1040,291,61640
87,65,35,61641
2021,958,272,61642
896,521,237,61643
770,339,134,61644
136,108,43,61645
1434,831,338,61646
572,302,141,61647
1478,838,277,61648
397,227,120,61649
193,121,46,61650
346,231,121,61651
242,113,61,61652
1344,625,150,61653
1580,846,180,61654
1165,697,283,61655
28,28,16,61656
1236,669,237,61657
1132,583,248,61658
1619,699,214,61659
264,123,74,61660
114,87,41,61661
496,309,182,61662
213,169,68,61663
119,77,39,61664
220,151,68,61665
334,177,107,61666
136,73,38,61667
610,261,93,61668
492,292,125,61669
883,417,110,61670
500,335,249,61671
787,384,183,61672
250,146,44,61673
1185,556,210,61674
154,82,34,61675
1944,1054,307,61676
2304,1052,330,61677
664,207,73,61678
1016,470,162,61679
285,172,71,61680
283,119,55,61681
659,214,90,61682
497,363,234,61683
735,381,201,61684
1822,744,236,61685
384,204,93,61686
369,298,207,61687
1750,750,226,61688
1829,743,257,61689
1836,893,223,61690
1055,603,275,61691
1838,1008,352,61692
215,102,73,61693
1400,573,161,61694
235,133,42,61695
1873,945,373,61696
602,332,152,61697
147,75,34,61698
747,385,155,61699
2126,967,249,61700
321,156,75,61701
220,132,68,61702
461,326,249,61703
292,201,106,61704
114,83,23,61705
2371,1364,327,61706
330,138,56,61707
67,48,28,61708
108,76,38,61709
910,427,162,61710
265,186,108,61711
665,369,178,61712
442,364,329,61713
721,347,178,61714
925,459,193,61715
2678,1286,446,61716
949,502,215,61717
2070,1291,331,61718
2511,1162,453,61719
1965,1091,294,61720
730,459,197,61721
1080,631,183,61722
1766,594,193,61723
83,52,29,61724
50,46,27,61725
118,79,41,61726
1206,669,284,61727
217,122,42,61728
1666,831,276,61729
1200,749,265,61730
1148,402,127,61731
129,72,44,61732
2830,1271,314,61733
364,321,159,61734
330,269,175,61735
3003,1347,379,61736
1403,890,440,61737
2032,999,305,61738
104,67,25,61739
189,81,44,61740
157,88,51,61741
862,458,268,61742
825,436,204,61743
1582,927,399,61744
1436,714,214,61745
154,85,45,61746
490,401,270,61747
1279,771,360,61748
1309,631,194,61749
66,48,23,61750
2665,1179,274,61751
216,118,43,61752
2547,953,228,61753
193,91,44,61754
403,230,139,61755
98,68,36,61756
162,64,27,61757
516,253,84,61758
526,296,96,61759
66,44,14,61760
750,375,167,61761
1419,547,186,61762
664,283,85,61763
352,205,109,61764
911,536,121,61765
541,425,183,61766
1555,763,267,61767
748,477,228,61768
173,83,45,61769
1781,1232,394,61770
2394,981,261,61771
35,20,1,61772
1932,865,209,61773
292,155,79,61774
145,100,55,61775
1476,772,260,61776
630,303,89,61777
1757,774,269,61778
984,556,187,61779
669,358,170,61780
1256,783,256,61781
290,149,63,61782
127,67,33,61783
2028,928,302,61784
360,150,71,61785
232,109,41,61786
573,414,227,61787
1666,870,279,61788
48,37,6,61789
896,512,203,61790
2583,1187,298,61791
1833,942,345,61792
819,367,127,61793
99,53,37,61794
249,177,141,61795
2139,1138,371,61796
2209,832,244,61797
2066,1016,377,61798
243,118,47,61799
204,151,96,61800
1717,849,253,61801
441,245,98,61802
69,33,20,61803
2734,1215,436,61804
570,335,108,61805
1740,638,266,61806
1152,586,258,61807
1670,562,129,61808
242,192,122,61809
144,108,50,61810
844,398,146,61811
675,355,169,61812
351,230,108,61813
1594,855,271,61814
1033,662,316,61815
195,141,93,61816
204,107,37,61817
2134,777,285,61818
1545,858,310,61819
1213,645,353,61820
244,242,157,61821
2270,1066,335,61822
1283,622,200,61823
167,98,38,61824
782,482,174,61825
211,99,31,61826
601,355,162,61827
116,74,28,61828
330,171,61,61829
113,84,46,61830
349,208,109,61831
157,121,68,61832
223,153,71,61833
217,165,68,61834
1593,853,280,61835
461,289,121,61836
1512,744,260,61837
212,120,48,61838
2619,888,287,61839
257,122,62,61840
253,184,115,61841
629,385,177,61842
345,255,144,61843
185,97,51,61844
2104,478,228,61845
207,110,57,61846
468,191,73,61847
209,98,29,61848
683,417,307,61849
748,387,148,61850
122,78,40,61851
361,209,85,61852
1120,442,239,61853
244,158,61,61854
312,177,95,61855
1089,407,157,61856
535,390,202,61857
1890,828,309,61858
805,459,177,61859
512,272,104,61860
910,455,182,61861
636,254,110,61862
315,240,115,61863
300,174,102,61864
2412,994,323,61865
1237,527,184,61866
1366,639,234,61867
507,298,154,61868
613,278,80,61869
1240,513,215,61870
2101,864,343,61871
1253,356,143,61872
158,103,43,61873
1534,916,470,61874
428,227,81,61875
341,264,88,61876
300,198,85,61877
1129,572,167,61878
105,94,47,61879
213,114,48,61880
921,639,323,61881
1821,788,274,61882
533,311,147,61883
2020,973,316,61884
1387,602,196,61885
197,153,81,61886
930,687,349,61887
679,348,140,61888
1807,777,261,61889
247,231,175,61890
157,109,77,61891
309,176,82,61892
401,244,72,61893
766,398,120,61894
1346,656,208,61895
299,191,75,61896
1563,586,181,61897
521,297,115,61898
1007,463,169,61899
198,133,67,61900
788,367,117,61901
132,99,52,61902
1438,483,208,61903
549,300,123,61904
386,136,51,61905
613,321,126,61906
803,424,134,61907
1378,650,213,61908
1722,734,216,61909
290,167,76,61910
506,259,87,61911
186,127,57,61912
156,85,66,61913
1574,484,185,61914
1355,590,204,61915
617,313,133,61916
1103,368,152,61917
437,230,92,61918
419,267,99,61919
562,277,105,61920
696,388,193,61921
126,77,50,61922
231,156,80,61923
268,162,82,61924
440,267,103,61925
1296,612,177,61926
133,85,57,61927
159,79,34,61928
2378,921,278,61929
167,98,55,61930
110,86,44,61931
1091,427,157,61932
1233,557,209,61933
364,263,160,61934
501,281,134,61935
1970,622,248,61936
190,107,45,61937
617,286,124,61938
878,408,164,61939
446,198,75,61940
207,133,52,61941
525,262,105,61942
83,41,23,61943
137,86,42,61944
220,126,74,61945
1221,586,163,61946
2287,962,307,61947
1761,806,249,61948
500,256,118,61949
433,285,169,61950
322,214,114,61951
241,167,82,61952
476,316,171,61953
415,222,86,61954
457,305,132,61955
1471,634,201,61956
42,28,10,61957
1100,497,170,61958
735,373,113,61959
236,152,68,61960
2334,914,283,61961
269,179,70,61962
132,90,49,61963
645,368,158,61964
403,249,102,61965
1268,447,168,61966
43,33,11,61967
828,439,230,61968
2527,1108,342,61969
2866,1570,369,61970
530,307,127,61971
1888,1004,454,61972
1183,651,211,61973
405,248,118,61974
176,114,30,61975
784,383,111,61976
791,428,194,61977
655,408,160,61978
2240,859,331,61979
551,248,92,61980
271,179,74,61981
600,379,177,61982
1134,754,379,61983
1549,497,184,61984
1238,577,236,61985
337,165,58,61986
62,47,27,61987
1357,585,190,61988
1033,573,290,61989
415,281,117,61990
1321,549,179,61991
316,170,49,61992
1877,868,265,61993
120,78,35,61994
724,401,167,61995
1040,545,182,61996
166,120,41,61997
352,224,83,61998
64,58,37,61999
3019,1594,413,62000
740,301,117,62001
734,389,159,62002
278,167,67,62003
1169,472,180,62004
71,55,40,62005
2221,1272,307,62006
2000,1020,238,62007
2716,1473,347,62008
482,309,83,62009
304,177,77,62010
2529,1036,374,62011
1994,957,277,62012
1220,577,170,62013
419,267,77,62014
145,78,20,62015
221,112,57,62016
2063,1025,274,62017
1296,440,125,62018
554,318,131,62019
575,341,111,62020
2153,1115,283,62021
1922,997,235,62022
1650,660,131,62023
405,233,121,62024
499,298,127,62025
826,454,169,62026
1878,947,248,62027
174,109,56,62028
332,202,105,62029
1007,367,116,62030
1154,552,164,62031
144,95,52,62032
1698,739,264,62033
644,404,172,62034
74,46,13,62035
195,124,68,62036
1524,585,214,62037
183,129,72,62038
201,134,74,62039
1312,428,138,62040
249,113,51,62041
305,212,130,62042
1080,348,126,62043
104,62,33,62044
534,287,115,62045
294,160,64,62046
2125,873,312,62047
1593,623,222,62048
156,100,61,62049
166,73,30,62050
1046,397,155,62051
124,78,24,62052
224,152,78,62053
1353,621,184,62054
145,102,69,62055
300,213,106,62056
80,80,21,62057
206,72,38,62058
321,217,101,62059
853,383,123,62060
580,332,138,62061
1284,708,281,62062
113,90,36,62063
74,46,16,62064
97,64,24,62065
308,189,83,62066
300,148,88,62067
501,280,136,62068
233,182,84,62069
164,90,44,62070
1998,768,250,62071
1554,679,233,62072
113,64,17,62073
870,475,227,62074
545,277,108,62075
400,216,124,62076
1545,632,225,62077
312,149,45,62078
234,135,39,62079
166,86,25,62080
260,168,91,62081
2088,996,338,62082
178,106,46,62083
1011,414,156,62084
472,219,94,62085
170,117,43,62086
303,181,114,62087
107,72,28,62088
235,141,51,62089
506,325,171,62090
1909,805,329,62091
508,287,109,62092
506,270,138,62093
826,466,148,62094
717,372,99,62095
563,271,105,62096
281,154,56,62097
991,492,212,62098
1809,896,198,62099
642,226,81,62100
2150,1177,326,62101
1338,706,199,62102
2148,1060,275,62103
2401,1180,326,62104
469,367,195,62105
1837,832,203,62106
2193,1013,304,62107
2464,1209,318,62108
325,130,37,62109
170,85,38,62110
1608,681,186,62111
657,303,109,62112
58,30,9,62113
543,209,88,62114
42,23,11,62115
470,257,81,62116
465,250,82,62117
250,120,46,62118
194,123,61,62119
360,156,86,62120
1645,609,231,62121
265,174,115,62122
509,211,64,62123
548,251,135,62124
874,412,162,62125
1487,534,203,62126
390,168,63,62127
358,204,74,62128
235,118,51,62129
188,75,40,62130
343,250,91,62131
208,154,69,62132
211,160,67,62133
538,348,135,62134
193,120,61,62135
132,111,43,62136
294,261,116,62137
138,79,41,62138
218,149,90,62139
382,233,91,62140
446,204,85,62141
275,127,63,62142
80,55,24,62143
226,102,65,62144
1859,1019,377,62145
1270,559,154,62146
1146,669,273,62147
2750,1345,381,62148
1201,694,255,62149
1909,916,235,62150
2385,996,282,62151
1128,440,128,62152
738,396,121,62153
2481,1063,275,62154
1418,642,187,62155
1670,839,204,62156
2116,1036,292,62157
1221,558,153,62158
255,139,68,62159
1357,628,171,62160
1859,807,245,62161
750,417,161,62162
594,342,161,62163
299,170,73,62164
309,152,76,62165
1311,717,220,62166
331,208,83,62167
231,165,98,62168
131,80,44,62169
230,141,72,62170
458,250,141,62171
297,166,72,62172
235,128,63,62173
137,72,24,62174
83,55,20,62175
299,205,142,62176
290,160,66,62177
188,147,45,62178
561,335,168,62179
331,226,75,62180
283,146,86,62181
374,199,89,62182
273,127,68,62183
210,129,55,62184
670,404,113,62185
188,103,51,62186
197,119,60,62187
608,356,127,62188
784,459,171,62189
2258,1262,355,62190
2372,1221,342,62191
191,128,62,62192
1943,800,207,62193
873,476,148,62194
156,102,32,62195
711,394,169,62196
340,244,103,62197
324,215,84,62198
121,84,27,62199
870,404,133,62200
282,166,63,62201
423,256,116,62202
403,286,107,62203
668,460,179,62204
191,117,67,62205
214,184,157,62206
241,204,165,62207
425,283,153,62208
344,281,194,62209
298,239,185,62210
370,271,138,62211
1774,1147,826,62212
274,209,133,62213
182,142,108,62214
125,99,70,62215
242,145,91,62216
175,122,65,62217
618,355,180,62218
560,390,207,62219
349,238,146,62220
1477,941,428,62221
169,116,67,62222
396,282,166,62223
347,219,116,62224
299,166,102,62225
253,168,95,62226
260,141,91,62227
393,285,114,62228
304,282,198,62229
266,187,97,62230
159,137,103,62231
1152,831,311,62232
292,228,111,62233
274,170,83,62234
237,170,85,62235
420,337,156,62236
215,166,116,62237
279,176,91,62238
537,356,102,62239
1443,1054,273,62240
225,136,52,62241
409,208,87,62242
1089,672,265,62243
473,333,215,62244
471,338,175,62245
539,451,286,62246
1235,673,254,62247
175,89,23,62248
324,226,129,62249
310,208,139,62250
212,146,78,62251
298,249,167,62252
586,406,272,62253
501,319,127,62254
131,81,43,62255
1666,1179,408,62256
292,264,157,62257
564,398,195,62258
1552,905,279,62259
963,564,283,62260
273,271,115,62261
381,301,227,62262
242,153,88,62263
901,558,199,62264
372,250,141,62265
248,158,73,62266
297,206,109,62267
2635,1644,386,62268
1244,741,240,62269
1163,592,186,62270
1409,822,260,62271
2569,1667,489,62272
1079,709,272,62273
219,151,79,62274
418,287,108,62275
301,185,83,62276
375,229,133,62277
221,151,71,62278
492,280,94,62279
1627,883,259,62280
92,56,22,62281
986,593,358,62282
239,191,98,62283
430,249,138,62284
941,514,169,62285
2435,1471,513,62286
1086,688,265,62287
1196,846,317,62288
309,204,116,62289
270,210,150,62290
1364,894,338,62291
197,172,140,62292
275,254,210,62293
2756,1542,407,62294
324,280,178,62295
155,127,71,62296
213,152,54,62297
484,308,127,62298
368,291,136,62299
312,192,128,62300
2298,1279,366,62301
828,591,325,62302
241,178,113,62303
183,159,104,62304
476,330,152,62305
1055,707,255,62306
540,285,97,62307
140,81,33,62308
1286,759,297,62309
895,555,264,62310
2261,1292,506,62311
981,582,175,62312
277,236,138,62313
346,237,136,62314
267,171,58,62315
189,154,96,62316
1793,1178,396,62317
1059,879,560,62318
389,261,137,62319
161,118,72,62320
2198,1245,310,62321
390,302,158,62322
551,387,250,62323
264,171,82,62324
633,486,235,62325
1089,624,251,62326
705,559,259,62327
378,224,94,62328
307,194,98,62329
232,182,93,62330
246,213,175,62331
738,458,276,62332
355,307,229,62333
773,494,250,62334
343,212,144,62335
282,243,144,62336
120,61,30,62337
2790,1578,383,62338
448,302,150,62339
200,160,82,62340
222,190,155,62341
228,160,65,62342
384,193,84,62343
1496,982,252,62344
303,206,114,62345
2146,1269,347,62346
522,364,184,62347
535,275,120,62348
2772,1555,580,62349
2695,1690,433,62350
769,452,143,62351
395,287,188,62352
212,113,68,62353
2357,1253,333,62354
536,308,136,62355
784,678,424,62356
935,543,181,62357
2157,1160,283,62358
177,116,51,62359
1182,794,280,62360
482,330,150,62361
433,290,134,62362
351,346,246,62363
336,221,68,62364
431,332,188,62365
1768,1107,369,62366
616,511,328,62367
502,363,201,62368
146,138,41,62369
302,276,221,62370
1747,822,296,62371
2603,1535,349,62372
294,183,74,62373
349,259,137,62374
2745,1217,387,62375
1319,896,347,62376
53,51,22,62377
219,197,51,62378
344,281,134,62379
2568,1536,764,62380
507,366,268,62381
1813,1066,289,62382
2560,1713,825,62383
1866,1084,386,62384
221,141,70,62385
2171,1075,401,62386
1827,1123,309,62387
527,384,124,62388
1737,1005,284,62389
2055,1234,302,62390
121,112,85,62391
983,522,229,62392
776,516,193,62393
2090,1236,474,62394
2193,1081,304,62395
312,135,61,62396
810,486,212,62397
346,273,115,62398
2416,1525,406,62399
1274,839,401,62400
2003,1079,244,62401
441,362,177,62402
744,464,189,62403
1894,1111,293,62404
388,320,233,62405
2148,1321,338,62406
322,224,108,62407
271,177,101,62408
1181,621,232,62409
272,233,125,62410
2344,1215,272,62411
564,269,74,62412
105,82,56,62413
262,245,166,62414
553,342,146,62415
1652,1574,1091,62416
2463,1242,331,62417
289,255,189,62418
2244,1436,339,62419
762,606,240,62420
653,373,120,62421
1661,1025,364,62422
1056,619,186,62423
287,219,178,62424
376,370,87,62425
728,453,147,62426
1605,1085,315,62427
2244,1192,300,62428
268,204,101,62429
538,314,213,62430
1245,859,443,62431
786,518,303,62432
2761,1589,389,62433
294,188,111,62434
473,288,100,62435
467,291,93,62436
933,685,295,62437
232,190,134,62438
323,263,142,62439
441,310,175,62440
2207,1115,368,62441
536,294,84,62442
287,198,155,62443
278,250,163,62444
386,339,238,62445
2821,1641,499,62446
259,184,113,62447
201,116,48,62448
234,214,125,62449
2258,1490,485,62450
989,974,263,62451
279,228,97,62452
150,130,89,62453
2147,1257,290,62454
1378,807,322,62455
793,526,263,62456
2496,1643,424,62457
443,263,105,62458
2120,1066,233,62459
358,237,139,62460
905,489,207,62461
363,244,127,62462
358,187,70,62463
2215,1488,398,62464
872,613,297,62465
1431,617,166,62466
420,308,132,62467
1241,717,320,62468
2449,1224,331,62469
197,157,89,62470
401,330,246,62471
248,222,180,62472
124,90,53,62473
381,191,73,62474
2685,1665,408,62475
571,295,114,62476
394,236,101,62477
337,303,240,62478
1852,1080,304,62479
599,502,411,62480
1510,910,241,62481
491,429,302,62482
287,209,69,62483
752,446,217,62484
609,431,244,62485
771,583,355,62486
308,283,232,62487
189,180,155,62488
299,131,42,62489
1772,1018,364,62490
1096,631,272,62491
486,445,357,62492
289,252,181,62493
285,244,157,62494
1818,1166,256,62495
665,533,339,62496
213,173,71,62497
351,326,256,62498
339,231,143,62499
1741,1098,390,62500
815,363,146,62501
523,403,266,62502
461,382,305,62503
1966,1037,377,62504
390,261,141,62505
521,328,159,62506
384,227,101,62507
1821,1099,358,62508
1018,479,129,62509
225,220,97,62510
421,327,145,62511
390,237,100,62512
85,81,60,62513
301,169,84,62514
2667,1609,423,62515
472,415,265,62516
346,225,101,62517
782,694,408,62518
301,259,218,62519
419,351,154,62520
1084,738,336,62521
1732,1075,290,62522
363,249,125,62523
412,299,91,62524
292,217,90,62525
417,383,214,62526
1213,747,225,62527
2100,1310,311,62528
2135,1150,395,62529
1228,615,152,62530
1702,1137,277,62531
251,174,92,62532
244,196,125,62533
549,326,140,62534
418,324,171,62535
455,392,209,62536
166,144,77,62537
2610,1491,404,62538
2380,1341,331,62539
356,313,226,62540
398,375,241,62541
2683,1614,467,62542
1951,1395,710,62543
1747,1034,237,62544
500,300,116,62545
289,268,179,62546
305,167,51,62547
268,203,124,62548
959,453,131,62549
1236,721,185,62550
848,426,139,62551
1727,1023,189,62552
2459,1425,375,62553
2158,1271,403,62554
256,218,154,62555
127,94,55,62556
2442,1236,280,62557
217,173,95,62558
1808,1033,251,62559
2397,1276,389,62560
917,541,142,62561
191,135,103,62562
175,155,113,62563
1148,780,298,62564
2384,1332,373,62565
557,388,198,62566
1785,1038,220,62567
174,154,61,62568
1600,784,251,62569
2521,1578,331,62570
2881,1703,554,62571
295,239,117,62572
656,397,186,62573
1336,656,213,62574
2387,1324,370,62575
1968,1110,286,62576
2499,1440,345,62577
226,201,163,62578
500,383,200,62579
226,145,94,62580
245,213,156,62581
1186,785,274,62582
199,131,76,62583
131,71,32,62584
394,290,235,62585
960,480,126,62586
2162,1130,378,62587
947,684,350,62588
644,382,179,62589
962,575,226,62590
244,155,64,62591
2619,1587,344,62592
1284,901,297,62593
2387,1260,331,62594
236,169,92,62595
264,190,101,62596
186,182,135,62597
294,249,123,62598
398,324,248,62599
2811,1405,435,62600
254,170,78,62601
2442,1466,377,62602
2107,1371,337,62603
823,500,154,62604
517,422,287,62605
546,383,156,62606
1053,625,186,62607
1152,626,198,62608
158,138,89,62609
2550,1420,441,62610
444,326,200,62611
141,94,40,62612
138,128,120,62613
2063,1042,304,62614
482,289,94,62615
26,26,7,62616
367,334,227,62617
799,596,428,62618
1698,1028,398,62619
263,162,111,62620
378,277,166,62621
328,252,143,62622
330,211,124,62623
289,243,150,62624
193,125,59,62625
556,439,279,62626
139,99,52,62627
2042,1645,792,62628
327,282,236,62629
702,495,225,62630
2755,1626,384,62631
398,351,284,62632
2227,1183,338,62633
2482,1597,448,62634
1986,1347,483,62635
192,152,91,62636
2456,1270,341,62637
1268,625,222,62638
344,248,91,62639
226,188,121,62640
1972,995,288,62641
2640,1494,386,62642
213,153,39,62643
2116,1262,316,62644
234,189,107,62645
517,238,90,62646
306,244,126,62647
393,283,172,62648
294,239,161,62649
1650,941,254,62650
1052,779,208,62651
1591,898,222,62652
2420,1401,332,62653
2466,1427,363,62654
2253,1310,319,62655
434,277,196,62656
287,236,122,62657
1566,865,255,62658
2282,1278,294,62659
1235,917,701,62660
1117,553,179,62661
1306,650,182,62662
1908,1112,328,62663
232,177,102,62664
214,171,107,62665
1238,786,222,62666
190,167,129,62667
415,384,268,62668
2131,1745,742,62669
1424,883,193,62670
228,211,138,62671
336,262,159,62672
2318,1176,370,62673
910,358,104,62674
2246,1162,346,62675
2186,1322,318,62676
553,446,369,62677
552,504,408,62678
324,301,244,62679
1235,680,156,62680
130,130,57,62681
237,139,76,62682
1412,916,319,62683
227,218,188,62684
508,421,212,62685
263,173,92,62686
455,446,342,62687
2114,1379,494,62688
2382,1122,375,62689
1959,1175,270,62690
333,244,128,62691
234,198,119,62692
888,621,340,62693
1591,854,241,62694
1664,1010,240,62695
188,171,67,62696
327,286,232,62697
983,709,299,62698
299,268,220,62699
174,135,64,62700
260,247,202,62701
947,498,96,62702
2313,1305,385,62703
276,257,207,62704
184,147,88,62705
618,426,249,62706
400,250,134,62707
485,384,260,62708
1620,973,276,62709
1165,883,658,62710
389,232,118,62711
1827,1091,293,62712
386,237,86,62713
209,131,78,62714
761,475,212,62715
1946,1319,445,62716
207,188,155,62717
